"AccessionID","Clade"
"EPI_ISL_10969096","GK"
"EPI_ISL_10969097","GK"
"EPI_ISL_10969098","GK"
"EPI_ISL_10969099","GK"
"EPI_ISL_10969100","GK"
"EPI_ISL_10969101","GK"
"EPI_ISL_10969102","GK"
"EPI_ISL_10969103","GK"
"EPI_ISL_10969104","GK"
"EPI_ISL_10969105","GK"
"EPI_ISL_10969106","GK"
"EPI_ISL_10969107","GK"
"EPI_ISL_10969108","GK"
"EPI_ISL_10969109","GK"
"EPI_ISL_10969110","GK"
"EPI_ISL_10969111","GK"
"EPI_ISL_10969112","GK"
"EPI_ISL_10969113","GK"
"EPI_ISL_10969114","GK"
"EPI_ISL_10969115","GK"
"EPI_ISL_10969116","GK"
"EPI_ISL_10969117","GK"
"EPI_ISL_10969118","GK"
"EPI_ISL_10969119","GK"
"EPI_ISL_10969120","GK"
"EPI_ISL_10969121","GK"
"EPI_ISL_10969122","GK"
"EPI_ISL_10969123","GK"
"EPI_ISL_10969124","GK"
"EPI_ISL_10969125","GK"
"EPI_ISL_10969126","GK"
"EPI_ISL_10969127","GK"
"EPI_ISL_10969128","GK"
"EPI_ISL_10969129","GK"
"EPI_ISL_10969130","GK"
"EPI_ISL_10969131","GK"
"EPI_ISL_10969132","GK"
"EPI_ISL_10969133","GK"
"EPI_ISL_10969134","GK"
"EPI_ISL_10969135","GK"
"EPI_ISL_10969136","GK"
"EPI_ISL_10969137","GK"
"EPI_ISL_10969138","GK"
"EPI_ISL_10969139","GK"
"EPI_ISL_10969140","GK"
"EPI_ISL_10969141","GK"
"EPI_ISL_10969142","GK"
"EPI_ISL_10969143","GK"
"EPI_ISL_10969144","GK"
"EPI_ISL_10969145","GK"
"EPI_ISL_10969146","GK"
"EPI_ISL_10969147","GK"
"EPI_ISL_10969148","GK"
"EPI_ISL_10969149","GK"
"EPI_ISL_10969150","GK"
"EPI_ISL_10969151","GK"
"EPI_ISL_10969152","GK"
"EPI_ISL_10969153","GK"
"EPI_ISL_10969154","GK"
"EPI_ISL_10981858","GRA"
"EPI_ISL_10981859","GRA"
"EPI_ISL_10981860","GRA"
"EPI_ISL_10981861","GRA"
"EPI_ISL_10981862","GRA"
"EPI_ISL_10981863","GRA"
"EPI_ISL_10981864","GRA"
"EPI_ISL_10981865","GRA"
"EPI_ISL_10981866","GRA"
"EPI_ISL_10981867","GRA"
"EPI_ISL_10981868","GRA"
"EPI_ISL_10981869","GRA"
"EPI_ISL_10981870","GRA"
"EPI_ISL_10981871","GRA"
"EPI_ISL_10981872","GRA"
"EPI_ISL_10981873","GRA"
"EPI_ISL_10981874","GRA"
"EPI_ISL_10981875","GRA"
"EPI_ISL_10981876","GRA"
"EPI_ISL_10981877","GRA"
"EPI_ISL_10981878","GRA"
"EPI_ISL_10981879","GRA"
"EPI_ISL_10981880","GRA"
"EPI_ISL_10981881","GRA"
"EPI_ISL_10981882","GRA"
"EPI_ISL_10981883","GRA"
"EPI_ISL_10981884","GRA"
"EPI_ISL_10981885","GRA"
"EPI_ISL_10981886","GRA"
"EPI_ISL_10981887","GRA"
"EPI_ISL_10981888","GRA"
"EPI_ISL_10981889","GRA"
"EPI_ISL_10981890","GRA"
"EPI_ISL_10981891","GRA"
"EPI_ISL_10981892","GRA"
"EPI_ISL_10981893","GRA"
"EPI_ISL_10981894","GRA"
"EPI_ISL_10981895","GRA"
"EPI_ISL_10981896","GRA"
"EPI_ISL_10981897","GRA"
"EPI_ISL_10981898","GRA"
"EPI_ISL_10981899","GRA"
"EPI_ISL_11010496","GK"
"EPI_ISL_11010497","GK"
"EPI_ISL_11010498","GK"
"EPI_ISL_11010499","GK"
"EPI_ISL_11010500","GK"
"EPI_ISL_11010501","GK"
"EPI_ISL_11010502","GK"
"EPI_ISL_11010503","GK"
"EPI_ISL_11010504","GK"
"EPI_ISL_11010505","GK"
"EPI_ISL_11010506","GK"
"EPI_ISL_11010507","GK"
"EPI_ISL_11010508","GK"
"EPI_ISL_11010509","GK"
"EPI_ISL_11010510","GK"
"EPI_ISL_11010511","GK"
"EPI_ISL_11010512","GK"
"EPI_ISL_11010513","GK"
"EPI_ISL_11010514","GK"
"EPI_ISL_11050302","GK"
"EPI_ISL_11069890","GRA"
"EPI_ISL_11069891","GRA"
"EPI_ISL_11069892","GRA"
"EPI_ISL_11069893","GRA"
"EPI_ISL_11069894","GRA"
"EPI_ISL_11069895","GRA"
"EPI_ISL_11069896","GRA"
"EPI_ISL_11069897","GRA"
"EPI_ISL_11069898","GRA"
"EPI_ISL_11069899","GRA"
"EPI_ISL_11069900","GRA"
"EPI_ISL_11069901","GRA"
"EPI_ISL_11069902","GRA"
"EPI_ISL_11069903","GRA"
"EPI_ISL_11069904","GRA"
"EPI_ISL_11069905","GRA"
"EPI_ISL_11069906","GRA"
"EPI_ISL_11069907","GRA"
"EPI_ISL_11069908","GRA"
"EPI_ISL_11069909","GRA"
"EPI_ISL_11069910","GRA"
"EPI_ISL_11105544","GRA"
"EPI_ISL_11105554","GRA"
"EPI_ISL_11105588","GRA"
"EPI_ISL_11105603","GRA"
"EPI_ISL_11105604","GRA"
"EPI_ISL_11105734","GRA"
"EPI_ISL_11105735","GRA"
"EPI_ISL_11105736","GRA"
"EPI_ISL_11105737","GRA"
"EPI_ISL_11105738","GRA"
"EPI_ISL_11105739","GRA"
"EPI_ISL_11105740","GRA"
"EPI_ISL_11105741","GRA"
"EPI_ISL_11105742","GRA"
"EPI_ISL_11105743","GRA"
"EPI_ISL_11105744","GRA"
"EPI_ISL_11105745","GRA"
"EPI_ISL_11105858","GRA"
"EPI_ISL_11105859","GRA"
"EPI_ISL_11105860","GRA"
"EPI_ISL_11105862","GRA"
"EPI_ISL_11105863","GRA"
"EPI_ISL_11105864","GRA"
"EPI_ISL_11105865","GRA"
"EPI_ISL_11105869","GRA"
"EPI_ISL_11105870","GRA"
"EPI_ISL_11105871","GRA"
"EPI_ISL_11105872","GRA"
"EPI_ISL_11105873","GRA"
"EPI_ISL_11105874","GRA"
"EPI_ISL_11105875","GRA"
"EPI_ISL_11105876","GRA"
"EPI_ISL_11105877","GRA"
"EPI_ISL_11105878","GRA"
"EPI_ISL_11105879","GRA"
"EPI_ISL_11105880","GRA"
"EPI_ISL_11105881","GRA"
"EPI_ISL_11105882","GRA"
"EPI_ISL_11105883","GRA"
"EPI_ISL_11105884","GRA"
"EPI_ISL_11105885","GRA"
"EPI_ISL_11105886","GRA"
"EPI_ISL_11105887","GRA"
"EPI_ISL_11105888","GRA"
"EPI_ISL_11105889","GRA"
"EPI_ISL_11105890","GRA"
"EPI_ISL_11105891","GRA"
"EPI_ISL_11105892","GRA"
"EPI_ISL_11112387","GRA"
"EPI_ISL_11112388","GRA"
"EPI_ISL_11112389","GRA"
"EPI_ISL_11112390","GRA"
"EPI_ISL_11112391","GRA"
"EPI_ISL_11112392","GRA"
"EPI_ISL_11112393","GRA"
"EPI_ISL_11112394","GRA"
"EPI_ISL_11112395","GRA"
"EPI_ISL_11112396","GRA"
"EPI_ISL_11112397","GRA"
"EPI_ISL_11112398","GRA"
"EPI_ISL_11112399","GRA"
"EPI_ISL_11112400","GRA"
"EPI_ISL_11112401","GRA"
"EPI_ISL_11112402","GRA"
"EPI_ISL_11112403","GRA"
"EPI_ISL_11112404","GRA"
"EPI_ISL_11112405","O"
"EPI_ISL_11112406","GRA"
"EPI_ISL_11112407","GRA"
"EPI_ISL_11112408","GK"
"EPI_ISL_11112409","GRA"
"EPI_ISL_11112410","GRA"
"EPI_ISL_11112411","GRA"
"EPI_ISL_11112412","GK"
"EPI_ISL_11112413","GK"
"EPI_ISL_11112414","GK"
"EPI_ISL_11112415","GK"
"EPI_ISL_11112416","GRA"
"EPI_ISL_11112417","GK"
"EPI_ISL_11112418","GK"
"EPI_ISL_11112419","GK"
"EPI_ISL_11112420","GK"
"EPI_ISL_11112421","GK"
"EPI_ISL_11112422","GK"
"EPI_ISL_11112423","GK"
"EPI_ISL_11112424","GK"
"EPI_ISL_11112425","GK"
"EPI_ISL_11112426","GK"
"EPI_ISL_11112427","GK"
"EPI_ISL_11112428","GK"
"EPI_ISL_11112429","GK"
"EPI_ISL_11112430","GK"
"EPI_ISL_11112431","GRA"
"EPI_ISL_11112432","GK"
"EPI_ISL_11112433","GK"
"EPI_ISL_11112434","GRA"
"EPI_ISL_11112435","GRA"
"EPI_ISL_11112436","GRA"
"EPI_ISL_11112437","O"
"EPI_ISL_11112438","GK"
"EPI_ISL_11112439","GK"
"EPI_ISL_11112440","O"
"EPI_ISL_11112441","GK"
"EPI_ISL_11112442","GK"
"EPI_ISL_11112443","GK"
"EPI_ISL_11112444","GK"
"EPI_ISL_11112445","GK"
"EPI_ISL_11112446","GK"
"EPI_ISL_11112447","GK"
"EPI_ISL_11112448","GK"
"EPI_ISL_11112449","GRA"
"EPI_ISL_11112450","GK"
"EPI_ISL_11112451","GK"
"EPI_ISL_11112452","GRA"
"EPI_ISL_11112453","GRA"
"EPI_ISL_11112454","GRA"
"EPI_ISL_11112455","GRA"
"EPI_ISL_11112456","GRA"
"EPI_ISL_11112457","GRA"
"EPI_ISL_11112458","GRA"
"EPI_ISL_11112459","GRA"
"EPI_ISL_11112460","GRA"
"EPI_ISL_11112461","GRA"
"EPI_ISL_11112462","GRA"
"EPI_ISL_11112463","GRA"
"EPI_ISL_11112464","GRA"
"EPI_ISL_11112465","GRA"
"EPI_ISL_11112466","GRA"
"EPI_ISL_11112467","GRA"
"EPI_ISL_11112468","GRA"
"EPI_ISL_11112469","GRA"
"EPI_ISL_11112470","GRA"
"EPI_ISL_11112471","GRA"
"EPI_ISL_11112472","GRA"
"EPI_ISL_11112473","GK"
"EPI_ISL_11112474","GK"
"EPI_ISL_11112475","GK"
"EPI_ISL_11112476","O"
"EPI_ISL_11112477","GK"
"EPI_ISL_11112478","GRA"
"EPI_ISL_11112479","GK"
"EPI_ISL_11112480","GK"
"EPI_ISL_11112481","GRA"
"EPI_ISL_11112482","GRA"
"EPI_ISL_11117191","GK"
"EPI_ISL_11117192","GK"
"EPI_ISL_11117193","GK"
"EPI_ISL_11117194","GK"
"EPI_ISL_11117195","GK"
"EPI_ISL_11117196","GK"
"EPI_ISL_11117197","GRA"
"EPI_ISL_11117198","GRA"
"EPI_ISL_11117199","GRA"
"EPI_ISL_11117200","GRA"
"EPI_ISL_11117201","GRA"
"EPI_ISL_11117202","GRA"
"EPI_ISL_11117203","GRA"
"EPI_ISL_11117204","GRA"
"EPI_ISL_11117205","GK"
"EPI_ISL_11117206","GRA"
"EPI_ISL_11117207","GRA"
"EPI_ISL_11117208","GRA"
"EPI_ISL_11117209","GRA"
"EPI_ISL_11117210","GRA"
"EPI_ISL_11117211","GRA"
"EPI_ISL_11148311","GK"
"EPI_ISL_11148315","GRA"
"EPI_ISL_11149357","GRA"
"EPI_ISL_11149358","GRA"
"EPI_ISL_11149359","GRA"
"EPI_ISL_11149360","GRA"
"EPI_ISL_11149361","GRA"
"EPI_ISL_11149362","GRA"
"EPI_ISL_11149363","GRA"
"EPI_ISL_11149364","GRA"
"EPI_ISL_11149365","GRA"
"EPI_ISL_11149366","GRA"
"EPI_ISL_11078681","GK"
"EPI_ISL_11078682","GK"
"EPI_ISL_11078684","GK"
"EPI_ISL_11078687","GK"
"EPI_ISL_11078688","GK"
"EPI_ISL_11078690","GK"
"EPI_ISL_11078692","GK"
"EPI_ISL_11078694","GK"
"EPI_ISL_11078696","GK"
"EPI_ISL_11078698","GK"
"EPI_ISL_11078701","GK"
"EPI_ISL_11078702","GK"
"EPI_ISL_11078703","GK"
"EPI_ISL_11078704","GK"
"EPI_ISL_11078707","GK"
"EPI_ISL_11078708","GK"
"EPI_ISL_11078709","GK"
"EPI_ISL_11078710","GK"
"EPI_ISL_11078712","GK"
"EPI_ISL_11078714","GH"
"EPI_ISL_11078716","GK"
"EPI_ISL_11078718","GK"
"EPI_ISL_11078721","GK"
"EPI_ISL_11078722","GK"
"EPI_ISL_11078723","GK"
"EPI_ISL_11078724","GK"
"EPI_ISL_11078726","GK"
"EPI_ISL_11078729","GK"
"EPI_ISL_11078730","GK"
"EPI_ISL_11078732","GK"
"EPI_ISL_11078733","GK"
"EPI_ISL_11078734","GK"
"EPI_ISL_11078735","GK"
"EPI_ISL_11078736","GK"
"EPI_ISL_11078737","GK"
"EPI_ISL_11078738","GK"
"EPI_ISL_11078739","GK"
"EPI_ISL_11078740","GK"
"EPI_ISL_11078741","GK"
"EPI_ISL_11078742","GK"
"EPI_ISL_11078743","GK"
"EPI_ISL_11078744","GK"
"EPI_ISL_11078745","GK"
"EPI_ISL_11078746","GK"
"EPI_ISL_11078747","GK"
"EPI_ISL_11078748","GK"
"EPI_ISL_11078749","GK"
"EPI_ISL_11078750","GK"
"EPI_ISL_11078753","GK"
"EPI_ISL_11078754","GK"
"EPI_ISL_11078755","GK"
"EPI_ISL_11078756","GK"
"EPI_ISL_11078758","GK"
"EPI_ISL_11078759","GK"
"EPI_ISL_11078760","GK"
"EPI_ISL_11078761","GK"
"EPI_ISL_11078762","GK"
"EPI_ISL_11078763","GK"
"EPI_ISL_11078764","GK"
"EPI_ISL_11078765","GK"
"EPI_ISL_11078766","GK"
"EPI_ISL_11078767","GK"
"EPI_ISL_11078768","GK"
"EPI_ISL_11078769","GK"
"EPI_ISL_11078770","GK"
"EPI_ISL_11078771","GK"
"EPI_ISL_11078772","GK"
"EPI_ISL_11078773","GK"
"EPI_ISL_11078774","GK"
"EPI_ISL_11078775","GK"
"EPI_ISL_11078776","GK"
"EPI_ISL_11078777","GK"
"EPI_ISL_11078778","GK"
"EPI_ISL_11078779","GK"
"EPI_ISL_11078780","GK"
"EPI_ISL_11078781","GK"
"EPI_ISL_11078782","GK"
"EPI_ISL_11078783","GK"
"EPI_ISL_11078784","GK"
"EPI_ISL_11078785","GK"
"EPI_ISL_11078786","GK"
"EPI_ISL_11078787","GH"
"EPI_ISL_11078788","GK"
"EPI_ISL_11323752","GRA"
"EPI_ISL_11323753","GK"
"EPI_ISL_11323754","GK"
"EPI_ISL_11323755","GRA"
"EPI_ISL_11323756","GRA"
"EPI_ISL_11323757","GK"
"EPI_ISL_11323758","GRA"
"EPI_ISL_11323759","GRA"
"EPI_ISL_11323760","GRA"
"EPI_ISL_11323761","GRA"
"EPI_ISL_11323762","GK"
"EPI_ISL_11323763","GK"
"EPI_ISL_11323764","GK"
"EPI_ISL_11323765","GRA"
"EPI_ISL_11323766","GK"
"EPI_ISL_11323767","GRA"
"EPI_ISL_11323768","GK"
"EPI_ISL_11323769","GK"
"EPI_ISL_11323770","GRA"
"EPI_ISL_11323771","GK"
"EPI_ISL_11323772","GK"
"EPI_ISL_11323773","GRA"
"EPI_ISL_11323774","GK"
"EPI_ISL_11323775","GK"
"EPI_ISL_11323776","GK"
"EPI_ISL_11323777","GRA"
"EPI_ISL_11323778","GK"
"EPI_ISL_11323779","GK"
"EPI_ISL_11323780","GRA"
"EPI_ISL_11323781","GK"
"EPI_ISL_11323782","GK"
"EPI_ISL_11323783","GK"
"EPI_ISL_11323784","GRA"
"EPI_ISL_11323785","GK"
"EPI_ISL_11323786","GRA"
"EPI_ISL_11323787","GK"
"EPI_ISL_11323788","GK"
"EPI_ISL_11323789","GK"
"EPI_ISL_11323790","GK"
"EPI_ISL_11323791","GRA"
"EPI_ISL_11323792","GK"
"EPI_ISL_11323793","GRA"
"EPI_ISL_11323794","GK"
"EPI_ISL_11323795","GRA"
"EPI_ISL_11323796","GK"
"EPI_ISL_11323797","GRA"
"EPI_ISL_11323798","GK"
"EPI_ISL_11323799","GK"
"EPI_ISL_11323800","GK"
"EPI_ISL_11323801","GRA"
"EPI_ISL_11323802","GK"
"EPI_ISL_11323803","GRA"
"EPI_ISL_11323804","GK"
"EPI_ISL_11323805","GRA"
"EPI_ISL_11323806","GRA"
"EPI_ISL_11323807","GK"
"EPI_ISL_11323808","GK"
"EPI_ISL_11323809","GK"
"EPI_ISL_11323810","GRA"
"EPI_ISL_11323811","GK"
"EPI_ISL_11323812","GRA"
"EPI_ISL_11323813","GRA"
"EPI_ISL_11323814","GK"
"EPI_ISL_11323815","GRA"
"EPI_ISL_11323816","GK"
"EPI_ISL_11323817","GK"
"EPI_ISL_11323818","GK"
"EPI_ISL_11323819","GRA"
"EPI_ISL_11323820","GK"
"EPI_ISL_11323821","GRA"
"EPI_ISL_11323822","GK"
"EPI_ISL_11323823","GK"
"EPI_ISL_11323824","GK"
"EPI_ISL_11323825","GK"
"EPI_ISL_11323826","GRA"
"EPI_ISL_11323827","GRA"
"EPI_ISL_11323828","GRA"
"EPI_ISL_11323829","GK"
"EPI_ISL_11323830","GK"
"EPI_ISL_11323831","GK"
"EPI_ISL_11323832","GK"
"EPI_ISL_11323833","GRA"
"EPI_ISL_11323834","GRA"
"EPI_ISL_11323835","GK"
"EPI_ISL_11323836","GK"
"EPI_ISL_11323837","GRA"
"EPI_ISL_11323838","GRA"
"EPI_ISL_11332454","GRA"
"EPI_ISL_11332455","GRA"
"EPI_ISL_11332456","GRA"
"EPI_ISL_11332457","GRA"
"EPI_ISL_11332458","GRA"
"EPI_ISL_11332459","GRA"
"EPI_ISL_11332460","GRA"
"EPI_ISL_11332461","GRA"
"EPI_ISL_11332462","GRA"
"EPI_ISL_11332463","GRA"
"EPI_ISL_11332464","GRA"
"EPI_ISL_11332465","GRA"
"EPI_ISL_11332466","GRA"
"EPI_ISL_11332467","GRA"
"EPI_ISL_11332468","GRA"
"EPI_ISL_11332469","GRA"
"EPI_ISL_11332470","GRA"
"EPI_ISL_11332471","GRA"
"EPI_ISL_11332472","GRA"
"EPI_ISL_11332473","GRA"
"EPI_ISL_11332474","GRA"
"EPI_ISL_11332475","GRA"
"EPI_ISL_11332476","GRA"
"EPI_ISL_11332477","GRA"
"EPI_ISL_11332478","GRA"
"EPI_ISL_11332479","GRA"
"EPI_ISL_11332480","GRA"
"EPI_ISL_11332481","GRA"
"EPI_ISL_11332482","GRA"
"EPI_ISL_11332483","GRA"
"EPI_ISL_11332484","GRA"
"EPI_ISL_11332485","GRA"
"EPI_ISL_11332486","GRA"
"EPI_ISL_11332487","GRA"
"EPI_ISL_11332488","GRA"
"EPI_ISL_11332489","GRA"
"EPI_ISL_11332490","GRA"
"EPI_ISL_11332491","GRA"
"EPI_ISL_11332492","GRA"
"EPI_ISL_11332493","GRA"
"EPI_ISL_11332494","GRA"
"EPI_ISL_11332495","GRA"
"EPI_ISL_11332496","GRA"
"EPI_ISL_11332497","GRA"
"EPI_ISL_11332498","GRA"
"EPI_ISL_11332499","GRA"
"EPI_ISL_11332500","GRA"
"EPI_ISL_11332501","GRA"
"EPI_ISL_11332502","GRA"
"EPI_ISL_11332503","GRA"
"EPI_ISL_11332504","GRA"
"EPI_ISL_11332505","GRA"
"EPI_ISL_11332506","GRA"
"EPI_ISL_11332507","GRA"
"EPI_ISL_11332508","GRA"
"EPI_ISL_11332509","GRA"
"EPI_ISL_11332510","GRA"
"EPI_ISL_11332511","GRA"
"EPI_ISL_11332512","GRA"
"EPI_ISL_11332513","GRA"
"EPI_ISL_11332514","GRA"
"EPI_ISL_11332515","GRA"
"EPI_ISL_11332516","GRA"
"EPI_ISL_11332517","GRA"
"EPI_ISL_11332518","GRA"
"EPI_ISL_11332519","GRA"
"EPI_ISL_11332520","GRA"
"EPI_ISL_11332521","GRA"
"EPI_ISL_11332522","GRA"
"EPI_ISL_11332523","GRA"
"EPI_ISL_11332524","GRA"
"EPI_ISL_11332525","GRA"
"EPI_ISL_11332526","GRA"
"EPI_ISL_11332527","GRA"
"EPI_ISL_11332528","GRA"
"EPI_ISL_11332529","GRA"
"EPI_ISL_11332530","GRA"
"EPI_ISL_11332531","GRA"
"EPI_ISL_11332532","GRA"
"EPI_ISL_11332533","GRA"
"EPI_ISL_11332534","GRA"
"EPI_ISL_11332535","GRA"
"EPI_ISL_11332536","GRA"
"EPI_ISL_11332537","GRA"
"EPI_ISL_11332538","GRA"
"EPI_ISL_11332539","GRA"
"EPI_ISL_11332540","GRA"
"EPI_ISL_11332541","GRA"
"EPI_ISL_11332542","GRA"
"EPI_ISL_11332543","GRA"
"EPI_ISL_11332544","GRA"
"EPI_ISL_11332545","GRA"
"EPI_ISL_11332546","GRA"
"EPI_ISL_11332547","GRA"
"EPI_ISL_11332548","GRA"
"EPI_ISL_11332549","GRA"
"EPI_ISL_11332550","GRA"
"EPI_ISL_11332551","GRA"
"EPI_ISL_11332552","GRA"
"EPI_ISL_11332553","GRA"
"EPI_ISL_11332554","GRA"
"EPI_ISL_11332555","GRA"
"EPI_ISL_11332556","GRA"
"EPI_ISL_11332557","GRA"
"EPI_ISL_11332558","GRA"
"EPI_ISL_11332559","GRA"
"EPI_ISL_11332560","GRA"
"EPI_ISL_11332561","GRA"
"EPI_ISL_11332562","GRA"
"EPI_ISL_11332563","GRA"
"EPI_ISL_11332564","GRA"
"EPI_ISL_11332565","GRA"
"EPI_ISL_11332566","GRA"
"EPI_ISL_11332567","GRA"
"EPI_ISL_11332568","GRA"
"EPI_ISL_11332569","GRA"
"EPI_ISL_11332570","GRA"
"EPI_ISL_11332571","GRA"
"EPI_ISL_11332572","GRA"
"EPI_ISL_11332573","GRA"
"EPI_ISL_11332574","GRA"
"EPI_ISL_11332575","GRA"
"EPI_ISL_11332576","GRA"
"EPI_ISL_11332577","GRA"
"EPI_ISL_11332578","GRA"
"EPI_ISL_11332579","GRA"
"EPI_ISL_11332580","GRA"
"EPI_ISL_11332581","GRA"
"EPI_ISL_11332582","GRA"
"EPI_ISL_11332583","GRA"
"EPI_ISL_11332584","GRA"
"EPI_ISL_11332585","GRA"
"EPI_ISL_11332586","GRA"
"EPI_ISL_11332587","GRA"
"EPI_ISL_11332588","GRA"
"EPI_ISL_11332589","GRA"
"EPI_ISL_11332590","GRA"
"EPI_ISL_11332591","GRA"
"EPI_ISL_11332592","GRA"
"EPI_ISL_11332593","GRA"
"EPI_ISL_11332594","GRA"
"EPI_ISL_11332595","GRA"
"EPI_ISL_11332596","GRA"
"EPI_ISL_11332597","GRA"
"EPI_ISL_11332598","GRA"
"EPI_ISL_11332599","GRA"
"EPI_ISL_11332600","GRA"
"EPI_ISL_11332601","GRA"
"EPI_ISL_11332602","GRA"
"EPI_ISL_11332603","GRA"
"EPI_ISL_11332604","GRA"
"EPI_ISL_11332605","GRA"
"EPI_ISL_11332606","GRA"
"EPI_ISL_11332607","GRA"
"EPI_ISL_11332608","GRA"
"EPI_ISL_11332609","GRA"
"EPI_ISL_11332610","GRA"
"EPI_ISL_11332611","GRA"
"EPI_ISL_11332612","GRA"
"EPI_ISL_11332613","GRA"
"EPI_ISL_11332614","GRA"
"EPI_ISL_11332615","GRA"
"EPI_ISL_11332616","GRA"
"EPI_ISL_11332617","GRA"
"EPI_ISL_11332618","GRA"
"EPI_ISL_11332619","GRA"
"EPI_ISL_11332620","GRA"
"EPI_ISL_11332621","GRA"
"EPI_ISL_11332622","GRA"
"EPI_ISL_11332623","GRA"
"EPI_ISL_11332624","GRA"
"EPI_ISL_11332625","GRA"
"EPI_ISL_11332626","GRA"
"EPI_ISL_11332627","GRA"
"EPI_ISL_11332628","GRA"
"EPI_ISL_11332629","GRA"
"EPI_ISL_11332630","GRA"
"EPI_ISL_11332631","GRA"
"EPI_ISL_11332632","GRA"
"EPI_ISL_11332633","GRA"
"EPI_ISL_11332634","GRA"
"EPI_ISL_11332635","GRA"
"EPI_ISL_11332636","GRA"
"EPI_ISL_11332637","GRA"
"EPI_ISL_11332638","GRA"
"EPI_ISL_11332639","GRA"
"EPI_ISL_11332640","GRA"
"EPI_ISL_11332641","GRA"
"EPI_ISL_11332642","GRA"
"EPI_ISL_11332643","GRA"
"EPI_ISL_11332644","GRA"
"EPI_ISL_11332645","GRA"
"EPI_ISL_11332646","GRA"
"EPI_ISL_11332647","GRA"
"EPI_ISL_11332648","GRA"
"EPI_ISL_11332649","GRA"
"EPI_ISL_11332650","GRA"
"EPI_ISL_11332651","GRA"
"EPI_ISL_11332652","GK"
"EPI_ISL_11332653","GK"
"EPI_ISL_11332654","GK"
"EPI_ISL_11332655","GK"
"EPI_ISL_11332656","GK"
"EPI_ISL_11332657","GK"
"EPI_ISL_11332658","GK"
"EPI_ISL_11332659","GK"
"EPI_ISL_11332660","GK"
"EPI_ISL_11332661","GK"
"EPI_ISL_11332662","GK"
"EPI_ISL_11332663","GK"
"EPI_ISL_11332664","GK"
"EPI_ISL_11332665","GK"
"EPI_ISL_11332666","GK"
"EPI_ISL_11332667","GK"
"EPI_ISL_11332668","GK"
"EPI_ISL_11332669","GK"
"EPI_ISL_11332670","GK"
"EPI_ISL_11332671","GK"
"EPI_ISL_11332672","GK"
"EPI_ISL_11332673","GK"
"EPI_ISL_11332674","GK"
"EPI_ISL_11332675","GK"
"EPI_ISL_11332676","GK"
"EPI_ISL_11332677","GK"
"EPI_ISL_11332678","GRA"
"EPI_ISL_11332679","GRA"
"EPI_ISL_11332680","GRA"
"EPI_ISL_11332681","GRA"
"EPI_ISL_11332682","GRA"
"EPI_ISL_11332683","GRA"
"EPI_ISL_11332684","GRA"
"EPI_ISL_11332685","GRA"
"EPI_ISL_11332686","GRA"
"EPI_ISL_11332687","GRA"
"EPI_ISL_11332688","GRA"
"EPI_ISL_11332689","GRA"
"EPI_ISL_11332690","GRA"
"EPI_ISL_11332691","GRA"
"EPI_ISL_11332692","GRA"
"EPI_ISL_11332693","GRA"
"EPI_ISL_11332694","GRA"
"EPI_ISL_11332695","GRA"
"EPI_ISL_11332696","GRA"
"EPI_ISL_11332697","GRA"
"EPI_ISL_11332698","GRA"
"EPI_ISL_11332699","GRA"
"EPI_ISL_11332700","GRA"
"EPI_ISL_11332701","GRA"
"EPI_ISL_11332702","GRA"
"EPI_ISL_11332703","GRA"
"EPI_ISL_11332704","GRA"
"EPI_ISL_11332705","GRA"
"EPI_ISL_11332706","GRA"
"EPI_ISL_11332707","GRA"
"EPI_ISL_11332708","GRA"
"EPI_ISL_11332709","GRA"
"EPI_ISL_11332710","GRA"
"EPI_ISL_11332711","GRA"
"EPI_ISL_11332712","GRA"
"EPI_ISL_11332713","GRA"
"EPI_ISL_11332714","GRA"
"EPI_ISL_11332715","GRA"
"EPI_ISL_11332716","GRA"
"EPI_ISL_11332717","GRA"
"EPI_ISL_11332718","GRA"
"EPI_ISL_11332719","GRA"
"EPI_ISL_11332720","GRA"
"EPI_ISL_11332721","GRA"
"EPI_ISL_11332722","GRA"
"EPI_ISL_11332723","GRA"
"EPI_ISL_11332724","GRA"
"EPI_ISL_11332725","GRA"
"EPI_ISL_11332726","GRA"
"EPI_ISL_11332727","GRA"
"EPI_ISL_11332728","GRA"
"EPI_ISL_11332729","GRA"
"EPI_ISL_11332730","GRA"
"EPI_ISL_11332731","GRA"
"EPI_ISL_11332732","GRA"
"EPI_ISL_11332733","GRA"
"EPI_ISL_11332734","GRA"
"EPI_ISL_11332735","GRA"
"EPI_ISL_11332736","GK"
"EPI_ISL_11332737","GRA"
"EPI_ISL_11332738","GRA"
"EPI_ISL_11332739","GRA"
"EPI_ISL_11332740","GRA"
"EPI_ISL_11332741","GRA"
"EPI_ISL_11332742","GRA"
"EPI_ISL_11332743","GRA"
"EPI_ISL_11332744","GRA"
"EPI_ISL_11332745","GRA"
"EPI_ISL_11332746","GRA"
"EPI_ISL_11332747","GRA"
"EPI_ISL_11332748","GRA"
"EPI_ISL_11332749","GRA"
"EPI_ISL_11332750","GRA"
"EPI_ISL_11332751","GK"
"EPI_ISL_11332752","GRA"
"EPI_ISL_11332753","GRA"
"EPI_ISL_11332754","GRA"
"EPI_ISL_11332755","GRA"
"EPI_ISL_11332756","GRA"
"EPI_ISL_11332757","GRA"
